source,target,prediction
Michael T. Orchard,Steve Benford,N
Phen-Lan Lin,Steve Counsell,N
Ashok Mantravadi,Steve Counsell,N
Antonio Gómez-Corral,Steve Drekic,N
Benedetto Intrigila,Steve Drekic,N
Roger M. Whitaker,Steve Hurley,P
Valentina I. Klimenok,Steve Hurley,N
Glen Mullineux,Steve J. Culley,P
Carla Seatzu,Steve J. Culley,N
Sung-Il Chien,Steve J. Culley,N
Key-Sun Choi,Steve J. Dinardo,N
Martha E. Pollack,Steve J. Dinardo,N
Girish Ganesan,Steve J. Dinardo,N
Alexander S. Kechris,Steve Jackson,P
Rodrigo Lopez,Steve Jackson,N
Toshihisa Takagi,Steve Johnson,N
Radko Mesiar,Steve Johnson,N
Marco Bernardo 0001,Steve Jones 0001,N
Herman J. M. Steeneken,Steve Jones 0001,N
James L. Crowley,Steve Jones 0001,N
Joel I. Seiferas,Steve Jones 0001,N
Shang-Hua Teng,Steve Jones 0001,N
Donato Malerba,Steve Jones 0001,N
David M. Pennock,Steve Lawrence,P
Eric J. Glover,Steve Lawrence,P
William P. Birmingham,Steve Lawrence,P
Junichi Higo,Steve Lawrence,N
Gérard Hébuterne,Steve Lawrence,N
Madhav V. Marathe,Steve Lawrence,N
Steven Skiena,Steve Lawrence,N
Hilbert J. Kappen,Steve Lawrence,N
John Riedl,Steve Mann,N
Terry Anthony Byrd,Steve Mann,N
Ales Leonardis,Steve Mann,N
Isaac S. Kohane,Steve McConnell,N
Alexandros V. Gerbessiotis,Steve McConnell,N
Lei Wei 0003,Steve McConnell,N
Neil J. Bershad,Steve McLaughlin 0001,P
Dan Halperin,Steve McLaughlin 0001,N
Eric Rogers,Steve McLaughlin 0001,N
Bob O'Keefe,Steve McLaughlin 0001,N
Sheng Chen 0001,Steve R. Gunn,P
George Cybenko,Steve R. Gunn,N
Austin Henderson,Steve R. Harrison,P
Kate Ehrlich,Steve R. Harrison,P
Scott L. Minneman,Steve R. Harrison,P
Volker Gruhn,Steve R. Harrison,N
Umberto Ravaioli,Steve R. Harrison,N
Lin Yang,Steve R. Harrison,N
Yoshiaki Shishikui,Steve R. Harrison,N
Dario Maio,Steve Robbins,N
David A. Padua,Steve Robbins,N
Francisco Argüello,Steve Robbins,N
Milan Sonka,Steve Robbins,N
Heiner Ryssel,Steve Robbins,N
Arieh Lev,Steve Robbins,N
Heejin Lee,Steve Sawyer,P
Kevin Crowston,Steve Sawyer,P
Arun Sharma,Steve Sawyer,N
Michael D. Zoltowski,Steve Sawyer,N
Shengyuan Xu,Steve Shattil,N
Line Garnero,Steve Shattil,N
Dorien J. DeTombe,Steve Shattil,N
Bruno Aiazzi,Steve Vinoski,N
Padmanabhan Krishnan,Steve Vinoski,N
Ram Ramesh,Steve Vinoski,N
Eric Clarkson,Steve Vinoski,N
André Barbé,Steve Whittaker,N
Ashutosh Sabharwal,Steve Whittaker,N
Joaquín Sánchez-Soriano,Steve Whittaker,N
Judy E. Scott,Steven Alter,P
Nicholas Pippenger,Steven Alter,N
Chris H. Q. Ding,Steven Alter,N
Marco Slikker,Steven Alter,N
Eric K. Clemons,Steven Alter,N
Gary Simons,Steven Bird,P
Jonathan Harrington,Steven Bird,P
Kazuaki Maeda,Steven Bird,P
Ke Chen 0002,Steven Bird,N
Jezekiel Ben-Arie,Steven Bird,N
Joseph F. Traub,Steven Bird,N
Weiming Shen 0001,Steven Bird,N
Francisco J. Prieto,Steven C. Horii,N
Virgílio A. F. Almeida,Steven D. Blostein,N
Joseph Kiniry,Steven D. Blostein,N
Charles Payan,Steven D. Eppinger,N
David Callan,Steven D. Galbraith,N
Anna R. Karlin,Steven D. Gribble,P
Anthony D. Joseph,Steven D. Gribble,P
Ben Y. Zhao,Steven D. Gribble,P
David E. Culler,Steven D. Gribble,P
Eric A. Brewer,Steven D. Gribble,P
Koorosh Akhavan,Steven D. Gribble,N
David M. Pennock,Steven D. Gribble,N
Hannes Werthner,Steven D. Sheetz,N
Nikos A. Vlassis,Steven D. Sheetz,N
David S. Gunderson,Steven E. Brenner,N
A. M. Abd-Alla,Steven E. Brenner,N
Henk A. van der Vorst,Steven E. Brenner,N
Guy Louchard,Steven E. Brenner,N
Marco Lanzagorta,Steven Feiner,P
Simon Julier,Steven Feiner,P
Yohan Baillot,Steven Feiner,P
Eric W. Brown 0001,Steven Furnell,N
Thyagarajan Nandagopal,Steven Furnell,N
Christopher R. Johnson 0001,Steven G. Parker,P
Kwan-Liu Ma,Steven G. Parker,P
Ling-Hwei Chen,Steven G. Parker,N
Ping Wang,Steven G. Parker,N
Michel Gendreau,Steven G. Parker,N
Inbar Fijalkow,Steven G. Parker,N
Vladimir B. Balakirsky,Steven H. Low,N
André Schiper,Steven I. Marcus,N
Amir F. Atiya,Steven I. Marcus,N
Christos Faloutsos,Steven I. Marcus,N
Nikita Barabanov,Steven J. Ruuth,N
Ye-Sho Chen,Steven J. Ruuth,N
Jesús Manuel de la Cruz,Steven J. Ruuth,N
Joan Feigenbaum,Steven J. Vaughan-Nichols,N
Howard D. White,Steven J. Vaughan-Nichols,N
Fulvio Babich,Steven J. Vaughan-Nichols,N
Edwin Hsing-Mean Sha,Steven L. Bressler,N
Phillip N. Azariadis,Steven Lumetta,N
Robert T. Collins,Steven Lumetta,N
Jayashankar M. Swaminathan,Steven Lumetta,N
Irene M. Moroz,Steven Lumetta,N
Joseph F. Traub,Steven Lumetta,N
Robert Veroff,Steven M. Bellovin,N
Henning Bordihn,Steven M. Bellovin,N
Bradley James Erickson,Steven M. Bellovin,N
Maurice Nivat,Steven M. Kay,N
Joost N. Kok,Steven M. Kay,N
Ron Kohavi,Steven M. LaValle,N
Javier Sánchez-Reyes,Steven M. Seitz,N
Carlos Alonso González,Steven M. Seitz,N
Ian R. Petersen,Steven M. Seitz,N
Laurent Moccozet,Steven M. Seitz,N
Armin Heindl,Steven M. Seitz,N
John Oliensis,Steven M. Seitz,N
Ian T. Foster,Steven Minton,N
Lokendra Shastri,Steven Pemberton,N
Jian Ma 0008,Steven Pemberton,N
Giuseppe Oriolo,Steven Pemberton,N
Xiaoya Zha,Steven Pemberton,N
Linda Dailey Paulson,Steven Pemberton,N
Amit Sahai,Steven Rudich,P
Jirí Sgall,Steven Rudich,P
Salil P. Vadhan,Steven Rudich,P
Duc Truong Pham,Steven Rudich,N
Gary L. Ebert,Steven Rudich,N
John Noga,Steven S. Seiden,P
Marc M. Van Hulle,Steven S. Seiden,N
Jia-Huai You,Steven S. Seiden,N
Yunxin Zhao,Steven Senger,N
Adrian Dale,Steven Senger,N
Dragan Kukolj,Steven Senger,N
Marianne Winslett,Steven Senger,N
Rik Farrow,Steven Senger,N
Bernd S. W. Schröder,Steven Senger,N
Evangelos Kranakis,Steven Skiena,N
H. Peter Gumm,Steven Skiena,N
Ton J. Mouthaan,Steven Skiena,N
Klara Kedem,Steven T. Dougherty,N
Ugur Güdükbay,Steven T. Dougherty,N
John P. Hayes,Steven T. Dougherty,N
Miron Livny,Steven Tuecke,P
Michel Gendreau,Steven Tuecke,N
Carlo Combi,Steven Tuecke,N
Mark J. T. Smith,Steven W. McLaughlin,P
Onésimo Hernández-Lerma,Steven W. McLaughlin,N
Rym Mili,Steven W. Zucker,N
Stefan Chanas,Steven W. Zucker,N
Pier Luca Lanzi,Stewart W. Wilson,P
Johannes M. Bauer,Stewart W. Wilson,N
Constantinos Dovrolis,Stewart W. Wilson,N
Maria J. Serna,Stewart W. Wilson,N
Jan Vanthienen,Stijn Viaene,P
Valentine A. Aalo,Stijn Viaene,N
Jun-ichi Aoe,Stijn Viaene,N
Hsiao-Hwa Chen,Stiliyan Kalitzin,N
Frank Neven,Stiliyan Kalitzin,N
Gabriella Sanniti di Baja,Stina Svensson,P
Gunilla Borgefors,Stina Svensson,P
Noboru Sugie,Stina Svensson,N
John D. Westbrook,Stina Svensson,N
Charles M. Macal,Stina Svensson,N
Hemant D. Tagare,Stina Svensson,N
Penny Rheingans,Stuart Cheshire,N
David Wai-Lok Cheung,Stuart E. Madnick,P
Hongjun Lu,Stuart E. Madnick,P
Edlyn Teske,Stuart E. Madnick,N
Raj Yavatkar,Stuart E. Madnick,N
Jan Verschelde,Stuart E. Madnick,N
Teodor Knapik,Stuart E. Madnick,N
Roger M. Whitaker,Stuart M. Allen,P
Steve Hurley,Stuart M. Allen,P
Jörg Nolte,Stuart M. Allen,N
Jian-Bo Yang,Stuart M. Allen,N
Tak-Wai Chan,Stuart Macdonald,N
Manuel A. Pérez-Quiñones,Stuart Macdonald,N
Akinori Sarai,Stuart Macdonald,N
Pierre-Yves Schobbens,Stuart O. Nelson,N
Chitta Baral,Stuart O. Nelson,N
Hyeong-Seok Ko,Stuart Weibel,N
Pham Thuc Anh Nguyen,Stuart Weibel,N
Bram van Ginneken,Stuart Weibel,N
Farhad Arbab,Stéphan Thomassé,N
Nikos A. Vlassis,Stéphan Thomassé,N
Ted Herman,Stéphan Thomassé,N
Igor Djurovic,Stéphane Boucheron,N
David H. Marwick,Stéphane Boucheron,N
Michael J. Dinneen,Stéphane Boucheron,N
Francisco Sandoval Hernández,Stéphane Demri,N
Hua Wang,Stéphane Lafortune,P
Wayne E. Stark,Stéphane Lafortune,P
Adrian Atanasiu,Stéphane Lafortune,N
Nello Cristianini,Stéphane Lafortune,N
H. Ito,Stéphane Lafortune,N
Francisco Chiclana,Stéphane Lafortune,N
Jan Damsgaard,Su Gao,N
Olivier Danvy,Su Gao,N
Chengbin Chu,Su Gao,N
Yuji Kobayashi,Su Gao,N
Martha Grabowski,Su Ruan,N
André Kündgen,Su Ruan,N
Hongchi Shi,Su-Shing Chen,P
Yi Shang,Su-Shing Chen,P
Michel Benaroch,Su-Shing Chen,N
Duane Szafron,Su-Shing Chen,N
Heinz Unbehauen,Subbarao Kambhampati,N
Antonio J. Rubio,Subbarao Kambhampati,N
Ian C. Parmee,Subbarao Kambhampati,N
Ya-Xiang Yuan,Subbarao Kambhampati,N
Saeed Gazor,Subbarayan Pasupathy,P
Patrik O. Hoyer,Subbarayan Pasupathy,N
Spyros Theoharis,Subbarayan Pasupathy,N
Jian Lu,Subbarayan Pasupathy,N
Trevor N. Mudge,Subbarayan Pasupathy,N
Jukka Saarinen,Subbarayan Pasupathy,N
Yigal Gerchak,Subbiah Arunachalam,N
Marcelino B. Santos,Subbiah Arunachalam,N
Peter Johansen,Subbiah Arunachalam,N
Sven Schuierer,Subbiah Soundaralakshmi,P
Thomas Ottmann,Subbiah Soundaralakshmi,P
James P. Crutchfield,Subbiah Soundaralakshmi,N
Trevor Wood-Harper,Subhamoy Maitra,N
James D. Thornton,Subhamoy Maitra,N
Gad M. Landau,Subhamoy Maitra,N
Tadashi Sakamoto,Subhamoy Maitra,N
Tetsuo Asano,Subhas C. Nandy,P
Norman G. Vinson,Subhas C. Nandy,N
Leonid M. Fridman,Subhas C. Nandy,N
Yuri B. Shtessel,Subhas C. Nandy,N
Dominique Pastre,Subhas C. Nandy,N
Alan R. Katritzky,Subhash C. Basak,P
Uko Maran,Subhash C. Basak,P
Xiaofeng Guo,Subhash C. Basak,P
Heidi Steendam,Subhash C. Basak,N
Reginald L. Lagendijk,Subhash C. Basak,N
Dimitris N. Metaxas,Subhash Suri,P
Jack Snoeyink,Subhash Suri,P
Jeff Erickson 0001,Subhash Suri,P
Li Zhang 0001,Subhash Suri,P
Lydia E. Kavraki,Subhash Suri,P
Steve Robbins,Subhash Suri,P
Sue Whitesides,Subhash Suri,P
Sylvain Lazard,Subhash Suri,P
Alberto Prieto,Subhash Suri,N
Koichiro Inoue,Subhash Suri,N
John MacIntyre,Subhash Suri,N
William Turin,Subhasis Chaudhuri,N
Joseba Urzelai,Subir Bandyopadhyay,N
Winston Khoon Guan Seah,Subir Bandyopadhyay,N
Gordon Rugg,Subir Bandyopadhyay,N
Jeff Rickel,Subir Bandyopadhyay,N
Paul H. Siegel,Subir Das,N
Hamamache Kheddouci,Subir Das,N
Wang Chiew Tan,Sudeep Sarkar,N
Masayoshi Tomizuka,Sudeep Sarkar,N
Nilanjan Mukherjee 0001,Sudhakar M. Reddy,P
Natalia Juristo Juzgado,Sudhakar M. Reddy,N
Mario Winter,Sudhakar M. Reddy,N
Albert Y. Zomaya,Sudhakar M. Reddy,N
Jiang Hu,Sudhakar M. Reddy,N
José M. Rodríguez,Sudipto Guha,N
Andrea Toselli,Sudipto Guha,N
Shinji Kusumoto,Sudipto Guha,N
Ponnuthurai N. Suganthan,Sudipto Guha,N
Yue Wang 0002,Sudipto Guha,N
Francisco R. Fernández,Sudipto Guha,N
Jonathan D. Rosenberg,Sudipto Guha,N
Lars Mathiassen,Sue Newell,P
Giuseppe Di Battista,Sue Whitesides,P
Thomas Zaslavsky,Sue Whitesides,N
Walter Willinger,Sugih Jamin,P
Hebing Wu,Sugih Jamin,N
Guy G. Gable,Sugih Jamin,N
Gerd Hirzinger,Suguru Arimoto,P
Yuen-Tak Yu,Suguru Arimoto,N
Milan Vlach,Suguru Arimoto,N
Terrence D. Perera,Suguru Arimoto,N
Lilian Ji,Suguru Arimoto,N
Masahiro Inuiguchi,Suguru Arimoto,N
Russell M. Mersereau,Suguru Arimoto,N
Stefano Paraboschi,Suh-Ryung Kim,N
Abby Goodrum,Suh-Ryung Kim,N
Rainer Müller,Suh-Ryung Kim,N
Eddy So,Suh-Ryung Kim,N
N. J. A. Sloane,Suhas N. Diggavi,P
Vinay A. Vaishampayan,Suhas N. Diggavi,P
William Turin,Suhas N. Diggavi,P
Hyeong In Choi,Suhas N. Diggavi,N
Peter J. Olver,Suhas N. Diggavi,N
Thomas R. Fischer,Sujata Banerjee,N
Michael Koch 0001,Sujata Banerjee,N
Malik Magdon-Ismail,Sujata Banerjee,N
Offer Kella,Suk Lee,N
Chang Wen Chen,Suk Lee,N
Minerva M. Yeung,Suk Lee,N
Yuan Xu,Suk Lee,N
Churn-Jung Liau,Suk Lee,N
Arun Sharma,Suk-Ho Kang,N
Amir Karniel,Suk-Ho Kang,N
Sanjay Chawla,Suk-Ho Kang,N
Alberto O. Mendelzon,Suk-Ho Kang,N
Ton Kloks,Suk-Ho Kang,N
Elder Moreira Hemerly,Suk-Ho Kang,N
Satoru Inoue,Suk-Ho Kang,N
Keith D. Paulsen,Suk-Ho Kang,N
Fábio Protti,Sulamita Klein,P
Mukund Padmanabhan,Sulamita Klein,N
Kotaro Hirasawa,Sulamita Klein,N
Schubert Foo,Suliman Al-Hawamdeh,P
Andy Bierman,Suliman Al-Hawamdeh,N
Nader F. Mir,Suliman Al-Hawamdeh,N
Jan Stallaert,Sulin Ba,P
Michael B. Pursley,Sulin Ba,N
Enrico Zanoni,Sulin Ba,N
Line Garnero,Sulin Ba,N
Sankararaman Suryanarayanan,Sulin Ba,N
Christine A. Orengo,Sumio Watanabe,N
Hong-Gwa Yeh,Sumio Watanabe,N
Larry L. Peterson,Sumio Watanabe,N
Ross T. Whitaker,Sumit Ghosh,N
Chia-Wen Lin,Sumit Roy 0001,P
Ming-Ting Sun,Sumit Roy 0001,P
Carlos Areces,Sumit Roy 0001,N
Etienne de Klerk,Sumit Sarkar,N
Fredrik Gustafsson,Sumit Sarkar,N
Su-Shing Chen,Sumit Sarkar,N
Alexander A. Davydov,Sumit Sarkar,N
Brenda K. Wiederhold,Sun I. Kim,P
Dong Pyo Jang,Sun I. Kim,P
Jeong H. Ku,Sun I. Kim,P
Mark D. Wiederhold,Sun I. Kim,P
Young Hee Choi,Sun I. Kim,P
Si-Qing Zheng,Sun I. Kim,N
Jan Ramon,Sun Yong Kim,N
Antonio Gómez-Corral,Sun-Yuan Hsieh,N
James R. Perkins,Sun-Yuan Hsieh,N
Tatsuie Tsukiji,Sun-Yuan Hsieh,N
Christian J. A. Sigrist,Sun-Yuan Kung,N
Richard Heeks,Sundeep Sahay,P
Ricardo H. Nochetto,Sundeep Sahay,N
Lars Thorlund-Petersen,Sundeep Sahay,N
Maurice Queyranne,Sundeep Sahay,N
Elena Barcucci,Sundeep Sahay,N
Bhaskar DasGupta,Suneeta Ramaswami,P
David Rappaport,Suneeta Ramaswami,P
Ferran Hurtado,Suneeta Ramaswami,P
Francisco Gómez 0001,Suneeta Ramaswami,P
Vera Sacristán,Suneeta Ramaswami,P
Oded Maler,Suneeta Ramaswami,N
Andrzej Ruszczynski,Suneeta Ramaswami,N
Greg O'Shea,Suneeta Ramaswami,N
Hao Li,Suneeta Ramaswami,N
Timothy Cribbin,Sung Jin Cho,N
Iuon-Chang Lin,Sung Jin Cho,N
Hyung Suck Cho,Sung Joon Ahn,P
Wolfgang Rauh,Sung Joon Ahn,P
Dmitry Fon-Der-Flaass,Sung Joon Ahn,N
Dmitri A. Rachkovskij,Sung Joon Ahn,N
Johan G. Bosch,Sung Joon Ahn,N
Alexandru Mateescu,Sung Joon Ahn,N
Huibert Kwakernaak,Sung Joon Ahn,N
Eran Halperin,Sung Joon Ahn,N
Y. Zhang,Sung Soo Kim,N
Joffroy Beauquier,Sung Soo Kim,N
Rafael Morales Bueno,Sung Soo Kim,N
Jehee Lee,Sung Yong Shin,P
Michael Gleicher,Sung Yong Shin,P
Pavel Pudil,Sung Yong Shin,N
Jian Liang Wang,Sung-Bae Cho,N
Hongxing Li,Sung-Il Chien,N
Frantisek Franek,Sung-Il Chien,N
Kazuhisa Makino,Sung-Il Chien,N
Costas S. Iliopoulos,Sung-Il Chien,N
Seong-Whan Lee,Sung-Il Chien,N
James Allan,Sung-Jea Ko,N
Christopher S. Ruf,Sung-Jea Ko,N
Roger G. Kermode,Sung-Jea Ko,N
Jun Li,Sung-Kwun Oh,N
Bernard Mulgrew,Sung-Kwun Oh,N
Mary K. Vernon,Sung-Kwun Oh,N
Brendan McCane,Sung-Mo Kang,N
N. Sepehri,Sung-Mo Kang,N
Alan R. Lindsey,Sung-Mo Kang,N
Costas Pappas,Sung-Mo Kang,N
Takashi Takahashi,Sung-Mo Kang,N
Klaus Huber,Sung-Mo Kang,N
Mal-Rey Lee,Sung-Mo Kang,N
Martin Karplus,Sung-Sau So,P
James R. McDonald,Sung-Sau So,N
Ivana Kolingerová,Sung-Sau So,N
Anatoly S. Frolov,Sung-Sau So,N
Peter Selinger,Sunghyun Choi,N
Fabio Lavagetto,Sunghyun Choi,N
Michael W. Mislove,Sunghyun Choi,N
Gabriela Nicolescu,Sungjoo Yoo,P
Larry J. Stockmeyer,Sungjoo Yoo,N
George J. Vachtsevanos,Sungshin Kim,P
Wen-Hua Chen,Sungshin Kim,N
Gerhard Tröster,Sungshin Kim,N
Michael Doumpos,Sungshin Kim,N
Juan Luis Castro,Sungyun Lee,N
Jin Akiyama,Sungyun Lee,N
A. A. J. Marley,Sungyun Lee,N
Lin-Shan Lee,Sungyun Lee,N
Giuseppe Mantovani,Sungyun Lee,N
Aude Billard,Sungzoon Cho,N
Nick Koudas,Sungzoon Cho,N
Manuel de la Sen,Sungzoon Cho,N
C. W. Chan,Sungzoon Cho,N
Shih-Chieh Chang,Sunil R. Das,P
Jane Grimson,Sunil R. Das,N
Lubomir V. Kolev,Sunil R. Das,N
Gérard Dreyfus,Sunita Sarawagi,N
Jang-Zern Tsai,Supan Tungjitkusolmun,P
William T. Trotter,Supan Tungjitkusolmun,N
Colin Boyd,Supan Tungjitkusolmun,N
Sang C. Park,Supriya Kumar De,N
Taghi M. Khoshgoftaar,Supriya Kumar De,N
Sem C. Borst,Supriya Kumar De,N
Nigel H. Lovell,Surajit Chaudhuri,N
Nikolaos F. Matsatsinis,Surajit Chaudhuri,N
Jeffrey L. Ott,Surajit Chaudhuri,N
Ioannis G. Tollis,Surajit Chaudhuri,N
Bharadwaj Veeravalli,Surendra Ranganath,P
Padhraic Smyth,Suresh Chand,N
Issei Fujishiro,Suresh Chand,N
Nava Pliskin,Suresh Chand,N
Gerardo Canfora,Suresh Chand,N
Dewayne E. Perry,Suresh Kumar,N
Helidon Dollani,Suresh Kumar,N
Luis Díaz de Cerio,Suresh Kumar,N
Nahum Shimkin,Suresh Kumar,N
Xiaoli Ma,Suresh M. Joshi,P
Dirk Roose,Suresh M. Joshi,N
Andrew Grosso,Suresh M. Joshi,N
George S. Almasi,Suresh M. Joshi,N
Oscar Y. Takeshita,Suresh P. Sethi,N
Jianrong Wu,Suresh P. Sethi,N
Martin Bichler,Suresh P. Sethi,N
Jens Palsberg,Suresh P. Sethi,N
Carlo Sansone,Suresh P. Sethi,N
Roy D. Yates,Suresh P. Sethi,N
Mitra Basu,Suresh P. Sethi,N
Rocco Pierri,Suresh Subramaniam,N
Feng-Tse Lin,Suresh Subramaniam,N
D. J. Wu,Suresh Subramaniam,N
Yves Bertrand,Suresh Subramaniam,N
Markus H. Gross,Surya B. Yadav,N
Anne P. Massey,Susan A. Brown,P
Mitzi M. Montoya-Weiss,Susan A. Brown,P
Viswanath Venkatesh,Susan A. Brown,P
Jan Johannsen,Susan A. Brown,N
Oliver R. Hinton,Susan A. Brown,N
Frank Maurer,Susan A. Brown,N
Richard E. Parent,Susan A. Brown,N
Boudewijn R. Haverkort,Susan A. Duffy,N
Ruth Nussinov,Susan A. Duffy,N
Stefan J. Boddie,Susan A. Duffy,N
Benjamin Van Roy,Susan A. Sherer,N
Dominique Orban,Susan A. Sherer,N
Thomas J. Richardson,Susan A. Sherer,N
Fred Glover,Susan A. Sherer,N
Angel Corberán,Susan A. Sherer,N
Bernhard Schmidt 0001,Susan A. Sherer,N
Wenfei Fan,Susan B. Davidson,P
Dimiter R. Avresky,Susan B. Davidson,N
Gruia Calinescu,Susan B. Davidson,N
Kazuo Kiguchi,Susan B. Davidson,N
Michael Liljenstam,Susan Hornby,N
Darryn E. Bryant,Susan Hornby,N
Steven Tuecke,Susan Hornby,N
Vir V. Phoha,Susan Hornby,N
Marco Lanzagorta,Susan Hornby,N
Vicente Pérez-Muñuzuri,Susan Jones,N
Chi Wan Sung,Susan Jones,N
David A. Siegel,Susan M. Dray,P
Alon Efrat,Susan M. Dray,N
William R. Eisenstadt,Susan M. Dray,N
Renato D. C. Monteiro,Susan M. Dray,N
Byung-Ha Ahn,Susan M. Dray,N
Antonio Loría,Susan M. Dray,N
Rick S. Blum,Susan M. Dray,N
Pierre McKenzie,Susan Wiedenbeck,N
Lorenzo Bruzzone,Susan Wiedenbeck,N
Samer S. Saab,Susan Wiedenbeck,N
Masami Shishibori,Susan Wiedenbeck,N
Hyung Suck Cho,Susan Wiedenbeck,N
Klaus Kursawe,Susanne Albers,P
Moses Charikar,Susanne Albers,P
Sven Schuierer,Susanne Albers,P
Hsi-Jian Lee,Susanne Albers,N
Bertrand Chapron,Susanne Ufermann,P
René Garello,Susanne Ufermann,P
Werner Alpers,Susanne Ufermann,P
Judy E. Scott,Susanne Ufermann,N
Marcelo H. de Carvalho,Susanne Ufermann,N
Michael K. Reiter,Sushil Jajodia,P
Manfred Droste,Sushil Jajodia,N
Chunnian Liu,Sushil Jajodia,N
Walter L. Ruzzo,Sushil Jajodia,N
Pabitra Mitra,Sushmita Mitra,P
Siu Lun Ma,Sushmita Mitra,N
Terry Winograd,Sushmita Mitra,N
Ricardo H. Nochetto,Sushmita Mitra,N
Pedro V. Silva,Susumu Horiguchi,N
Vincenzo Loia,Susumu Horiguchi,N
John Tromp,Susumu Horiguchi,N
Avi Wigderson,Susumu Horiguchi,N
Arvin Agah,Susumu Tachi,P
Karl F. MacDorman,Susumu Tachi,P
Shigeru Ando,Susumu Tachi,P
Denis Thérien,Susumu Tachi,N
Zdenek Strakos,Susumu Tachi,N
Cornelia M. Ruland,Suzanne Bakken,P
Julio Collado-Vides,Suzanne M. Paley,P
Edmundo de Souza e Silva,Suzette McLeod,N
Jianrong Wu,Suzette McLeod,N
James E. Tomayko,Suzette McLeod,N
Huapeng Wu,Suzette McLeod,N
Catherine S. Greenhill,Svante Janson,P
Jeong Han Kim,Svante Janson,P
Nicholas C. Wormald,Svante Janson,P
Vern Paxson,Svante Janson,N
Shahriar Shahriari,Svante Janson,N
Philippe Ciblat,Svante Janson,N
Uwe Leck,Sven Hartmann,P
Zhong-Ping Jiang,Sven Hartmann,N
Antonio Pedotti,Sven Hartmann,N
Heiko Harborth,Sven Hartmann,N
Diego Fernández-Prieto,Sven Hartmann,N
Stefano Ceri,Sven Hartmann,N
Xiaoming Hu,Sven Hartmann,N
Boleslaw K. Szymanski,Sven Koenig,P
Vitaly I. Voloshin,Sven Leyffer,N
Angela Bonifati,Sven Leyffer,N
Stefan Boettcher,Sven Leyffer,N
Nicholas D. Sidiropoulos,Sven Leyffer,N
Kazuhiro Saitou,Sven Ole Aase,N
Francesc Rosselló,Sven Ole Aase,N
Sethuraman Panchanathan,Sven Ole Aase,N
Leen Stougie,Sven Oliver Krumke,P
Liang Zhang,Sven Oliver Krumke,N
Seok Ha Koh,Sven Ove Hansson,N
Pavel Pudil,Sven Ove Hansson,N
Alejandro López-Ortiz,Sven Schuierer,P
Klaus Kursawe,Sven Schuierer,P
Rudolf Fleischer,Sven Schuierer,P
William I. Gasarch,Sven Schuierer,N
Walter Didimo,Sven Schuierer,N
Fiona H. Rohde,Sven Schuierer,N
Marwan Krunz,Sven Schuierer,N
Cathy H. Xia,Sven de Vries,N
Calvin T. Swift,Sven de Vries,N
Todd E. Scheetz,Sven de Vries,N
Carlo Blundo,Svend Frølund,N
Chitra Dorai,Svetha Venkatesh,P
Juzhen Dong,Svetha Venkatesh,N
Kun-Shan Chen,Svetha Venkatesh,N
Paul W. P. J. Grefen,Svetha Venkatesh,N
T. M. Rajkumar,Svetha Venkatesh,N
Kaushik Chakrabarti,Svetla Nikova,N
Kecheng Liu,Swamy Laxminarayan,P
Zoran Petric,Swamy Laxminarayan,N
Gabriella Olmo,Swamy Laxminarayan,N
Gabriele Di Stefano,Swamy Laxminarayan,N
Ning Chen,Swamy Laxminarayan,N
András Frank,Swamy Laxminarayan,N
Zdenek Strakos,Swamy Laxminarayan,N
Sean R. Eddy,Swapan K. Parui,N
Lale Akarun,Swapna Banerjee,N
Simon Litsyn,Swapna Banerjee,N
Erran L. Li,Swapna Banerjee,N
J. Karl Hedrick,Swaroop Darbha,P
Shankar P. Bhattacharyya,Swaroop Darbha,P
K. M. Chow,Swaroop Darbha,N
Ting-Yi Sung,Sy-Ming Guu,N
Dominique Sotteau,Sy-Ming Guu,N
Paul Beame,Sy-Ming Guu,N
Mukul Goyal,Sy-Ming Guu,N
Michael R. Lyu,Sy-Yen Kuo,P
Sanguthevar Rajasekaran,Sy-Yen Kuo,P
Zixue Cheng,Sy-Yen Kuo,P
Welf Löwe,Sy-Yen Kuo,N
Adam Shwartz,Sybille Hellebrand,N
Kshiti D. Joshi,Sybille Hellebrand,N
K. K. Ramakrishnan,Sylvain Contassot-Vivier,N
Dejan S. Milojicic,Sylvain Contassot-Vivier,N
Bernhard Koerber,Sylvain Contassot-Vivier,N
Pietro Cerveri,Sylvain Contassot-Vivier,N
Michael Langberg,Sylvain Contassot-Vivier,N
Amitabha Bose,Sylvain Contassot-Vivier,N
Bojan Mohar,Sylvain Gravier,P
Daniel Kobler,Sylvain Gravier,P
Shalom Eliahou,Sylvain Gravier,P
Sylvain Petitjean,Sylvain Lazard,P
Arndt Bode,Sylvain Lazard,N
Antonio González 0001,Sylvain Lazard,N
Michiko Inoue,Sylvain Petitjean,N
Bernard Pinty,Sylvain Petitjean,N
Paolo Gamba,Sylvain Petitjean,N
Monique Teillaud,Sylvain Pion,P
Kyriakos Keremedis,Sylvain Pion,N
Leszek Plaskota,Sylvain Pion,N
Adam L. Buchsbaum,Sylvain Pion,N
Jacob Ziv,Sylvain Pion,N
Ramayya Krishnan,Sylvain Rault,N
Chee Hock Ng,Sylvain Rault,N
Hans Georg Schaathun,Sylvia B. Encheva,P
Nunzio Aldo D'Andrea,Sylvia B. Encheva,N
