source,target,prediction
Anthony J. Roberts,Sayandev Mukherjee,N
David Callan,Saïd Amghibech,N
et al.,Saïd Amghibech,N
Seraphin B. Calo,Saïd Amghibech,N
Jack Brimberg,Saïd Salhi,N
Nenad Mladenovic,Saïd Salhi,N
Juan J. Nieto,Saïd Salhi,N
Alex B. Gershman,Schahram Dustdar,N
Razvan A. Satnoianu,Schubert Foo,N
Lillian Lee,Schubert Foo,N
Hao Wu,Schubert Foo,N
Karla Rost,Schubert Foo,N
Aiichiro Nakano,Schubert Foo,N
Chaitali Chakrabarti,Scott A. Mahlke,N
Todd M. Austin,Scott A. Mahlke,P
Wayne H. Wolf,Scott A. Mahlke,P
Mehrdad Nourani,Scott A. Mahlke,N
Dina Q. Goldin,Scott A. Smolka,P
Herman Lam,Scott A. Smolka,N
Ka Fai Cedric Yiu,Scott A. Starks,N
Hiroshi Sakamoto,Scott A. Starks,N
Ioannis Hatzilygeroudis,Scott A. Starks,N
Laurie A. Williams,Scott C. Douglas,N
Jeffrey F. Cohn,Scott C. Douglas,N
Dmitrii Filimonov,Scott C. Douglas,N
Willem Visser,Scott D. Stoller,N
Joo-Hee Moon,Scott D. Stoller,N
James Miller,Scott D. Stoller,N
Nael B. Abu-Ghazaleh,Scott D. Stoller,N
Arndt Bode,Scott Davidson,N
Bing Zeng,Scott Davidson,N
Cecilio Pimentel,Scott Davidson,N
Gábor Tardos,Scott Davidson,N
Gerhard Klebe,Scott Davidson,N
Kristian Vlahovicek,Scott Davidson,N
Juha Lehikoinen,Scott Davidson,N
Rusty O. Baldwin,Scott F. Midkiff,N
Stephen Pinfield,Scott F. Midkiff,N
Dawson R. Engler,Scott F. Midkiff,N
David L. Wheeler,Scott Federhen,N
Gregory D. Schuler,Scott Federhen,N
Tatiana A. Tatusova,Scott Federhen,N
Thomas L. Madden,Scott Federhen,N
Donald Goldfarb,Scott Federhen,N
Heiko Neumann,Scott Federhen,N
Henry Martyn Mulder,Scott Federhen,N
Marshall T. Rose,Scott Hollenbeck,N
Michael L. Honig,Scott Jordan,P
Nicholas Ayache,Scott Jordan,N
Naokazu Yokoya,Scott Jordan,N
Tin Kam Ho,Scott Jordan,N
Oege de Moor,Scott Jordan,N
Vladimir N. Potapov,Scott L. Miller,N
Christian A. Duncan,Scott L. Miller,N
David Page,Scott N. Kersey,N
Chris Diorio,Scott N. Kersey,N
Hubertus Franke,Scott N. Kersey,N
Giorgio Matteo Vitetta,Scott N. Kersey,N
Paul M. J. Van den Hof,Scott N. Kersey,N
Guerney D. H. Hunt,Scott N. Kersey,N
R. David Lankes,Scott Nicholson,N
I-Ming Chen,Scott Nicholson,N
Shouyang Wang,Scott Nicholson,N
Jianer Chen,Scott Nicholson,N
John Mullins,Scott Nicholson,N
Malcolm J. Beynon,Scott O. Bradner,N
Arvind Krishnamurthy,Scott Shenker,P
Christos H. Papadimitriou,Scott Shenker,P
David Wetherall,Scott Shenker,P
Hui Zhang 0001,Scott Shenker,P
Ion Stoica,Scott Shenker,P
Richard M. Karp,Scott Shenker,P
Thomas E. Anderson,Scott Shenker,P
Kristina Lerman,Scott Shenker,N
Jaco van de Pol,Scott Shenker,N
Sid L. Huff,Scott Shenker,N
Abdol-Reza Mansouri,Scott T. Acton,N
Michele Benzi,Scott T. Acton,N
Desmond P. Taylor,Scott T. Acton,N
Masaaki Honda,Scott T. Acton,N
J. B. Antoine Maintz,Se-Young Oh,N
Hiroyuki Uchiyama,Se-Young Oh,N
Horst Lichter,Seah Hock Soon,N
Michel Mandjes,Seah Hock Soon,N
Hugues Hoppe,Seah Hock Soon,N
Saewoong Bahk,Seah Hock Soon,N
Jin-Fu Chang,Seah Hock Soon,N
Chengbin Chu,Seah Hock Soon,N
Tayfur Altiok,Seah Hock Soon,N
Andrea J. Goldsmith,Sean P. Meyn,P
Muriel Médard,Sean P. Meyn,N
R. Srikant,Sean P. Meyn,N
Shi-Nine Yang,Sean P. Meyn,N
Annegret Wagler,Sean P. Meyn,N
Besma R. Abidi,Sean P. Meyn,N
V. Richard Benjamins,Sean P. Meyn,N
Juan Aguarón,Sean P. Meyn,N
John W. Chinneck,Sean R. Eddy,N
Hakan Altinçay,Sean R. Eddy,N
Ashraf A. Kassim,Sean W. Smith,N
Ling Guan,Sebastiaan H. von Solms,N
Sanjay Jain 0001,Sebastiaan Terwijn,P
Wolfgang Merkle,Sebastiaan Terwijn,P
Bianca Falcidieno,Sebastiaan Terwijn,N
Qiang Zhu 0001,Sebastiaan Terwijn,N
Bernhard Seeger,Sebastian Danicic,N
Yehuda Lindell,Sebastian Danicic,N
Peter Sanders 0001,Sebastian Egner,P
Rolf Niedermeier,Sebastian Egner,P
Ling Guan,Sebastian Egner,N
Sharon L. Oviatt,Sebastian Egner,N
Michele Morelli,Sebastian Egner,N
Jiyou Jia,Sebastian Egner,N
Jar-Ferr Yang,Sebastian Engell,N
Ramesh Sharda,Sebastian Engell,N
Takashi Takahashi,Sebastian G. Elbaum,N
Zebo Peng,Sebastian Reich,N
Ashutosh Sabharwal,Sebastian Reich,N
Charles E. Thorpe,Sebastian Thrun,P
Daphne Koller,Sebastian Thrun,P
Martha E. Pollack,Sebastian Thrun,P
Reid G. Simmons,Sebastian Thrun,P
Steven M. Seitz,Sebastian Thrun,P
John Yuan,Sebastian Thrun,N
Stephen C. Graves,Sebastian Thrun,N
Maria Angeles Vázquez-Castro,Sebastiano Seatzu,N
Michel Deza,Sebastiano Seatzu,N
Cong-hua Yan,Sebastiano Seatzu,N
Janet M. Thornton,Sebastiano Vigna,N
Tuomas Sandholm,Sebastiano Vigna,N
Lothar Reichel,Sebastiano Vigna,N
Abdel-Illah Mouaddib,Sebastiano Vigna,N
Pradip Bose,See-May Phoong,N
Yisheng Zhu,See-May Phoong,N
N. Sridharan,See-May Phoong,N
Wee Keong Ng,Sehun Kim,N
Shirin Madon,Sehun Kim,N
Robert A. Russell,Sehun Kim,N
S. K. Goyal,Sehun Kim,N
Xishun Zhao,Sehun Kim,N
Chiou-Shann Fuh,Sei-Wang Chen,N
Cheng-Jian Lin,Sei-Wang Chen,N
Peter Petrov,Sei-Wang Chen,N
Michael S. Jacobson,Seif Haridi,N
Jens Volkert,Seif Haridi,N
Tiziana Catarci,Seif Haridi,N
Johann Schumann,Seif Haridi,N
Semyon Tsynkov,Seiichi Nakagawa,N
Khalid S. Soliman,Seiichi Nakagawa,N
Aart van Harten,Seiichi Nakagawa,N
Bin Han 0003,Seiichi Nakagawa,N
Peter P. Chen,Seiichi Nakamori,N
Johan A. K. Suykens,Seiichi Nakamori,N
Henry Y. K. Lau,Seiichi Nakamori,N
Sheng-Tun Li,Seiichi Nakamori,N
Anita Schöbel,Seiji Inokuchi,N
Barry L. Nelson,Seiji Inokuchi,N
Kazuhiko Iwasaki,Seiji Kajihara,N
Harald Hempel,Seiji Kajihara,N
Paolo Banelli,Seiji Kajihara,N
Armando Blanco,Seiya Negami,N
Alexander Rosa,Selda Küçükçifçi,N
Charles C. Lindner,Selda Küçükçifçi,N
Boaz Patt-Shamir,Selda Küçükçifçi,N
George Varghese,Selda Küçükçifçi,N
Anita Schöbel,Selda Küçükçifçi,N
Heinz H. Bauschke,Selim G. Akl,N
Henrik Rehbinder,Selim G. Akl,N
Laurie Issel-Tarver,Selina S. Dwight,N
David J. Pym,Selina S. Dwight,N
Juan de Lara,Selina S. Dwight,N
David Gesbert,Selina S. Dwight,N
Fiona H. Rohde,Selmer Bringsjord,N
Peter D. Karp,Selmer Bringsjord,N
José M. Pinto,Selmer Bringsjord,N
Jiaju Zhou,Selwyn Piramuthu,N
Avishai Mandelbaum,Sem C. Borst,P
Jan Friso Groote,Sem C. Borst,N
John A. Morrison,Sem C. Borst,P
Predrag R. Jelenkovic,Sem C. Borst,P
R. Núñez Queija,Sem C. Borst,P
Ravi Jain,Sem C. Borst,N
Giuseppe Lancia,Sem C. Borst,N
Jingshan Li,Semyon M. Meerkov,N
Domenico Ursino,Semyon M. Meerkov,N
Rick Mabry,Semyon M. Meerkov,N
F. Xabier Albizuri,Semyon M. Meerkov,N
Shu Hung Leung,Semyon Tsynkov,N
Rafael Domínguez-Castro,Seng Wai Loke,N
Jian J. Zhang 0001,Seng Wai Loke,N
David A. Patterson,Seng Wai Loke,N
Steven Skiena,Seng-cho Timothy Chou,N
Julia A. Schnabel,Seng-cho Timothy Chou,N
Claude Ghaoui,Seng-cho Timothy Chou,N
Kyuseok Shim,Seng-cho Timothy Chou,N
Jean-Louis Coatrieux,Sennur Ulukus,N
Purificación Cariñena,Senén Barro,P
Anat Hovav,Senén Barro,N
David R. Haynor,Seong Ki Mun,N
Harold R. Benson,Seong Ki Mun,N
James A. Landay,Seong Ki Mun,N
Anne Morris,Seong Ki Mun,N
Lang Tong,Seong Rag Kim,N
Jin-Wook Chung,Seong-Jin Ahn,P
Vigyan Singhal,Seong-Jin Ahn,N
H. John Caulfield,Seong-Moo Yoo,N
Brad A. Myers,Seong-Moo Yoo,N
Hyeran Byun,Seong-Whan Lee,N
Gonzalo Navarro,Seong-Whan Lee,N
Massimo Marinacci,Seong-Whan Lee,N
Dirk Pattinson,Seong-Whan Lee,N
Marianne Winslett,Seongwon Cho,N
Matteo Sonza Reorda,Seongwon Cho,N
Clifford A. Reiter,Seongwon Cho,N
Bernd Hamann,Serafim Batzoglou,N
Douglas L. Brutlag,Serafim Batzoglou,N
Jun S. Liu,Serafim Batzoglou,N
Adnan Al-Smadi,Serafim Batzoglou,N
Fernando Pereira 0001,Serafim Batzoglou,N
Jeffery L. Kennington,Serafim Batzoglou,N
Yasushi Matsumura,Serafino Cicerone,N
Dawna Travis Dewire,Serafino Cicerone,N
Juraj Hromkovic,Serafino Cicerone,N
Anees Shaikh,Seraphin B. Calo,N
Arup Acharya,Seraphin B. Calo,N
Morris Sloman,Seraphin B. Calo,N
Stéphane Donnay,Seraphin B. Calo,N
Eugene Lai,Seraphin B. Calo,N
Alan M. Frieze,Seraphin B. Calo,N
Monika Rauch Henzinger,Serge A. Plotkin,P
James Backhouse,Serge A. Plotkin,N
Graeme Baxter,Serge A. Plotkin,N
Kun-Wah Yip,Serge A. Plotkin,N
Richard F. Hartl,Serge A. Plotkin,N
George Samaras,Serge Abiteboul,P
Hans-Jörg Schek,Serge Abiteboul,P
Michael Lesk,Serge Abiteboul,P
Eby G. Friedman,Serge Abiteboul,N
Stefan Volkwein,Serge Abiteboul,N
Andreas S. Schulz,Serge Abiteboul,P
Laurence A. Wolsey,Serge Burckel,N
Sibel Adali,Serge Burckel,N
Michael Drmota,Serge Burckel,N
Jhing-Fa Wang,Serge Burckel,N
Hsueh-I Lu,Serge Burckel,N
Denis Besnard,Serge Burckel,N
José Ferreira de Rezende,Serge Fdida,P
Hisao Ishibuchi,Serge Fdida,N
Jun-Hai Yong,Serge Fdida,N
Wen-Ben Jone,Serge Fdida,N
Hans-Jörg Kreowski,Sergei A. Abramov,N
B. Devadas Acharya,Sergei A. Abramov,N
Gregory Piatetsky-Shapiro,Sergei Bespamyatnikh,N
Eisa A. Al-Said,Sergei Gorlatch,N
Neil Selwyn,Sergei Gorlatch,N
Jean-Pierre Tillich,Sergei L. Bezrukov,P
Ruth F. Curtain,Sergei L. Bezrukov,N
Marina Mondin,Sergei L. Bezrukov,N
Jeffrey C. Mogul,Sergei L. Bezrukov,N
Christos Koukouvinos,Sergei L. Bezrukov,N
Bruce I. Reiner,Sergei L. Bezrukov,N
Alvin Bayliss,Sergei Nirenburg,N
Hui Zhang 0001,Sergei O. Kuznetsov,N
Andrew P. Black,Sergei O. Kuznetsov,N
Nicola Santoro,Sergei O. Kuznetsov,N
Antonio Si,Sergei O. Kuznetsov,N
Luminita A. Vese,Sergei O. Kuznetsov,N
Bradford A. Jameson,Sergei O. Kuznetsov,N
Bing Lu,Sergei O. Kuznetsov,N
Raghupathy Sivakumar,Sergei S. Pilyugin,N
Olivier François,Sergei S. Pilyugin,N
Marcel Worring,Sergei Tupailo,N
Jorge A. Torres-Muñoz,Sergej Celikovský,N
Vladimír Kucera,Sergej Celikovský,N
J. G. Dai,Sergej Celikovský,N
Seong-Whan Lee,Sergej Celikovský,N
Laurent Vigneron,Sergej Celikovský,N
Stefan A. Sauter,Sergey I. Repin,N
Behrooz Parhami,Sergey I. Repin,N
Erhard Rahm,Sergey Melnik 0001,P
Hector Garcia-Molina,Sergey Melnik 0001,P
Gang Tao,Sergey Melnik 0001,N
Theophanis Stratopoulos,Sergey Melnik 0001,N
Ralph E. Gomory,Sergey Melnik 0001,N
Elena Sánchez,Sergey Melnik 0001,N
Faina I. Solov'eva,Sergey V. Avgustinovich,N
Olof Heden,Sergey V. Avgustinovich,N
Tomoaki Miura,Sergey V. Avgustinovich,N
YongHoon Kwon,Sergey V. Avgustinovich,N
Jun Zhang 0001,Sergey V. Avgustinovich,N
Oscar De Feo,Sergio Bampi,N
Armin Hemmerling,Sergio Bampi,N
Alexander Chatzigeorgiou,Sergio Bampi,N
Jirí Matousek 0001,Sergio Bampi,N
Bernd Lamparter,Sergio Bampi,N
Dominic K. C. Ho,Sergio Bampi,N
Il-Min Kim,Sergio Benedetto,N
Gilles Brassard,Sergio Bittanti,N
Heping Zhang,Sergio Bittanti,N
Paul Valckenaers,Sergio Cavalieri,N
Steven Tuecke,Sergio Cavalieri,N
Patrick Th. Eugster,Sergio Cavalieri,N
Vassilios Makios,Sergio Cerutti,N
Shunlin Liang,Sergio De Agostino,N
J. R. Cruz,Sergio De Agostino,N
Louis Leung,Sergio De Agostino,N
Charles E. Downing,Sergio De Agostino,N
Wolfgang Glänzel,Sergio De Agostino,N
Sergio Greco,Sergio Flesca,P
Ola Henfridsson,Sergio Flesca,N
Stefano Buzzi,Sergio Flesca,N
Stefan Leue,Sergio Flesca,N
Kevin W. Sowerby,Sergio Flesca,N
Ding-Li Yu,Sergio Flesca,N
Ravindra K. Ahuja,Sergio Flesca,N
Rebecca Mercuri,Sergio Greco,N
Eivind Hovig,Sergio M. Savaresi,N
Martin Peitz,Sergio M. Savaresi,N
Marco Bove,Sergio Martinoia,N
Giacinto Gelli,Sergio Martinoia,N
Linda Argote,Sergio Palazzo,N
Yiyan Wu,Sergio Palazzo,N
Ki H. Chon,Sergio Palazzo,N
Rajeev R. Raje,Sergio Palazzo,N
Daniel Hirschkoff,Sergio R. López-Permouth,N
Juan A. Garay,Sergio Rajsbaum,P
Shlomo Moran,Sergio Rajsbaum,P
Takushi Sogo,Sergio Rajsbaum,N
Mario di Bernardo,Sergio Rajsbaum,N
Charles J. Petrie,Sergio Rajsbaum,N
Carlo Piccardi,Sergio Rinaldi,N
Michal Malafiejski,Sergio Rinaldi,N
Chin-Tau A. Lea,Sergio Rinaldi,N
Jacob van der Woude,Sergio Rinaldi,N
Grigore Rosu,Sergio Rinaldi,N
Robert O. Briggs,Sergio Rinaldi,N
Dora Marinova,Sergio Rinaldi,N
Luca Benvenuti,Sergio Verdú,N
Wynne W. Chin,Sergiu Rudeanu,N
Lluís Màrquez,Sergiu Rudeanu,N
Philippe Cinquin,Sergo Shavgulidze,N
Klaus Havelund,Sergo Shavgulidze,N
Simon Litsyn,Sergo Shavgulidze,P
Alfred Mertins,Sergo Shavgulidze,N
R. Núñez Queija,Serguei Foss,N
Willy Herroelen,Serguei Foss,N
Persi Diaconis,Serpil Sayin,N
Enric Trillas,Serpil Sayin,N
Stephen Hinde,Serpil Sayin,N
Panos M. Pardalos,Serpil Sayin,P
Csaba Rekeczky,Servando Espejo-Meana,P
Ricardo Carmona-Galán,Servando Espejo-Meana,N
H. Peter Gumm,Servando Espejo-Meana,N
Romano Fantacci,Seth Bullock,N
Thierry Lecroq,Seth Bullock,N
Marvin K. Simon,Seth Bullock,N
Diego Cabello,Seth Bullock,N
Nirmal K. Bose,Seth Bullock,N
Joel W. Burdick,Seth Hutchinson,N
Kenneth Y. Goldberg,Seth Hutchinson,P
Yongyi Yang,Seth Hutchinson,N
Ellis L. Johnson,Seth Hutchinson,N
Chi-Chun Lo,Seth Hutchinson,N
Timothy Lethbridge,Seth Hutchinson,N
Hyungbo Shim,Seth J. Teller,N
Catherine A. Meadows,Seth J. Teller,N
Alberto Macii,Seth J. Teller,N
Bernard Chazelle,Seth J. Teller,P
Jason I. Hong,Seth J. Teller,N
Jun Zhang,Seth J. Teller,N
Zhi-Hua Zhou,Seth Lloyd,N
Paulo S. C. Alencar,Sethuraman Panchanathan,N
Pablo González de Santos,Sethuraman Panchanathan,N
Masayuki Takeda,Setsuo Arikawa,P
Tetsuya Matsumoto,Setsuo Arikawa,P
Wei-Ngan Chin,Setsuo Arikawa,N
F. Jacob Seagull,Setsuo Arikawa,N
Andrea De Lucia,Setsuo Arikawa,N
Ingoo Han,Seung Hee Ho,N
Henning Müller,Seung Hee Ho,N
Michael J. Franklin,Seung Hee Ho,N
Xin Yuan 0001,Seung Hee Ho,N
Frank K. H. A. Dehne,Seung Hee Ho,N
Jesus R. Artalejo,Seung Hee Ho,N
Kimmo Fredriksson,Seung-Jean Kim,N
Bernhard Schölkopf,Seung-Jean Kim,N
Jinho Choi 0001,Seungwon Choi,N
Marie-Pierre Béal,Seungwon Choi,N
Arthur L. Liestman,Seungwon Choi,N
Christos G. Cassandras,Seungyong Lee,N
Peter W. Glynn,Seungyong Lee,N
Sarah A. Douglas,Sever Silvestru Dragomir,N
Leo Liberti,Sever Silvestru Dragomir,N
Christos G. Cassandras,Sever Silvestru Dragomir,N
Carl R. Nassar,Seyed Alireza Zekavat,N
Steve Shattil,Seyed Alireza Zekavat,N
Deepa Kundur,Seyed Alireza Zekavat,N
Zvi Drezner,Seyed Alireza Zekavat,N
Gianni Vernazza,Seymour E. Goodman,N
Klaus-Robert Müller,Seymour E. Goodman,N
Marcus Brunner,Shaaron Ainsworth,N
Bernard Bialecki,Shaaron Ainsworth,N
Harold Szu,Shachar Fleishman,N
Ioana Dumitriu,Shafi Goldwasser,N
Olivier Poirot,Shafi Goldwasser,N
Christos Papadopoulos,Shahram Ghandeharizadeh,N
Roger Zimmermann,Shahram Ghandeharizadeh,P
Patrick Brézillon,Shahram Ghandeharizadeh,N
R. Andrew Russell,Shahram Ghandeharizadeh,N
Kazuhiko Iwasaki,Shahram Latifi,N
Robert L. Smith 0002,Shahram Payandeh,N
Watit Benjapolakul,Shahram Shirani,N
Sushmita Mitra,Shahram Shirani,N
Friedrich L. Bauer,Shahram Shirani,N
Ichiro Nishizaki,Shahram Shirani,N
Marco C. Campi,Shahrukh A. Irani,N
Phillip Rogaway,Shai Halevi,P
Emilio Salinas,Shai Halevi,N
Ellis L. Johnson,Shai Halevi,N
Peter Nijkamp,Shai Halevi,N
Guy Even,Shakhar Smorodinsky,N
C. K. Tse,Shakhar Smorodinsky,N
Jean-Marc Menaud,Shakhar Smorodinsky,N
Graham R. Nudd,Shakhar Smorodinsky,N
Giorgio Gallo,Shakhar Smorodinsky,N
Michael C. Fu,Shalabh Bhatnagar,N
M. Narasimha Murty,Shalabh Bhatnagar,N
Steven I. Marcus,Shalabh Bhatnagar,N
Vivek S. Borkar,Shalabh Bhatnagar,N
Archan Misra,Shalabh Bhatnagar,N
Sun I. Kim,Shalabh Bhatnagar,N
Dong-Soo Kwon,Shalabh Bhatnagar,N
H. Raghav Rao,Shambhu J. Upadhyaya,P
W. Kent Fuchs,Shambhu J. Upadhyaya,P
Daniel A. Menascé,Shambhu J. Upadhyaya,N
Chia-Feng Juang,Shambhu J. Upadhyaya,N
Bruno Andò,Shambhu J. Upadhyaya,N
Norman P. Archer,Shan Wang,N
Robert Ian Whitfield,Shan Wang,N
Michael I. Schwartzbach,Shan Wang,N
Pedro López 0001,Shan Wang,N
Dimitris Achlioptas,Shan Wang,N
Gurusamy Mohan,Shan Wang,N
Adrian Segall,Shan Wang,N
Shun-Shii Lin,Shan-Tai Chen,N
Amal El Fallah-Seghrouchni,Shan-Tai Chen,N
Hitoshi Isahara,Shan-Tai Chen,N
Richard Nock,Shan-Tai Chen,N
Eby G. Friedman,Shan-Tai Chen,N
Andrew B. Philpott,Shane G. Henderson,P
Peter W. Glynn,Shane G. Henderson,P
Sean P. Meyn,Shane G. Henderson,P
Vwani P. Roychowdhury,Shane G. Henderson,N
Stefano Ferilli,Shane G. Henderson,N
Nicola Olivetti,Shane Greenstein,N
Marek Chrobak,Shane Greenstein,N
Tom Fawcett,Shane Greenstein,N
Danae Stanton,Shane Greenstein,N
Lei Zhang,Shane Greenstein,N
Hitoshi Sasaki,Shane M. Greenstein,N
Debbie W. Leung,Shane M. Greenstein,N
Sergey Melnik 0001,Shane M. Greenstein,N
Bede Liu,Shane M. Greenstein,N
Peter Willett 0001,Shang-Hua Teng,N
Christopher J. Taylor 0001,Shangkai Gao,N
Seyed Alireza Zekavat,Shangkai Gao,N
Kok Kiong Tan,Shangkai Gao,N
Dezhao Chen,Shangxu Hu,N
Enrico Motta,Shangxu Hu,N
Arno Scharl,Shangxu Hu,N
Nobu-Yuki Suzuki,Shangxu Hu,N
Yin Li,Shangxu Hu,N
David Eppstein,Shanjian Tang,N
Aude Billard,Shanjian Tang,N
Péter Komjáth,Shanjian Tang,N
Ertem Tuncel,Shankar L. Regunathan,P
Jordi Ribas-Corbera,Shankar L. Regunathan,N
Kenneth Rose,Shankar L. Regunathan,P
Philip A. Chou,Shankar L. Regunathan,P
Daniel Mozos,Shankar L. Regunathan,N
Osamu Katai,Shankar L. Regunathan,N
Eric Brousseau,Shankar L. Regunathan,N
Mahbub Hassan,Shankar L. Regunathan,N
Swaroop Darbha,Shankar P. Bhattacharyya,N
Anthony D. Joseph,Shankar Sastry,N
Catherine Rosenberg,Shankar Sastry,N
Janos Sztipanovits,Shankar Sastry,N
Maria Prandini,Shankar Sastry,N
Matt Bishop,Shankar Sastry,N
Robert Braden,Shankar Sastry,N
Ruzena Bajcsy,Shankar Sastry,P
Sally Floyd,Shankar Sastry,N
Shyhtsun Felix Wu,Shankar Sastry,N
Elias Procópio Duarte Jr.,Shankar Sastry,N
Andreas V. M. Herz,Shankar Subramaniam,N
Arthur W. Toga,Shankar Subramaniam,N
Erik De Schutter,Shankar Subramaniam,N
Francesco Beltrame,Shankar Subramaniam,N
Jaap van Pelt,Shankar Subramaniam,N
Raphael Ritz,Shankar Subramaniam,N
Shiro Usui,Shankar Subramaniam,N
Soo-Young Lee,Shankar Subramaniam,N
Karen Aardal,Shankar Subramaniam,N
Kwok-Yan Lam,Shankar Subramaniam,N
Yi-Min Wang,Shankar Subramaniam,N
Masakiyo Miyazawa,Shankar Subramaniam,N
Patrik O. Hoyer,Shaocheng Tong,N
Erik I. Verriest,Shaocheng Tong,N
Luiz A. DaSilva,Shaocheng Tong,N
Yves Rolain,Shaocheng Tong,N
Heather M. Liddell,Shaogang Gong,P
Bhaba R. Sarker,Shaojun Wang,P
Evangelos Triantaphyllou,Shaojun Wang,N
Yunxin Zhao,Shaojun Wang,P
Hui Lei,Shaojun Wang,N
Nathan Reading,Shaoquan Jiang,N
John Viega,Shaoquan Jiang,N
Carlo Drioli,Sharad Malik,N
Jørgen Tind,Sharad Malik,N
Fred B. Schneider,Sharad Malik,N
Alfonso Farina,Sharad Malik,N
Allan Pinkus,Sharad Mehrotra,N
Johan van der Lei,Sharad Mehrotra,N
Masaki Hashizume,Sharad Mehrotra,N
Nalini K. Ratha,Sharath Pankanti,P
Cesare Tinelli,Sharath Pankanti,N
Vadim V. Lozin,Sharath Pankanti,N
Stefano Chessa,Sharath Pankanti,N
Edoardo Amaldi,Sharath Pankanti,N
Daniel Marcu,Sharath Pankanti,N
Barry W. Boehm,Shari Lawrence Pfleeger,P
Vassilis Christophides,Shari Lawrence Pfleeger,N
Aldo de Luca,Shari Trewin,N
Lefteris Angelis,Shari Trewin,N
Vincenzo Loia,Shari Trewin,N
Liu Wenyin,Shari Trewin,N
David Burshtein,Sharon Gannot,P
Israel Cohen,Sharon Gannot,N
Kim-Fung Man,Sharon Gannot,N
Pierpaolo Degano,Sharon Gannot,N
Andrea Cantini,Sharon Gannot,N
Martine Lienard,Sharon Gannot,N
Bane V. Vasic,Sharon Gannot,N
András Sárközy,Sharon Gannot,N
Jennifer C. Lai,Sharon L. Oviatt,N
Trevor Darrell,Sharon L. Oviatt,N
Paul O'Leary,Sharon L. Oviatt,N
Roger C. E. Tan,Sharon L. Oviatt,N
Thomas Sikora,Sharon M. Crook,N
Anthony Vetro,Shashi Phoha,N
Michael Lindenbaum,Shaul Markovitch,P
Orna Grumberg,Shaul Markovitch,N
Kagan Tumer,Shaul Markovitch,N
Juha Lehikoinen,Shaul Markovitch,N
Stephen Hinde,Shaun Quegan,N
John J. Ritsko,Shaun Quegan,N
Theo Ungerer,Shaun Quegan,N
Nikolaos F. Matsatsinis,Shaun Quegan,N
Mohamed I. Elmasry,Shawki Areibi,P
Anna Lysyanskaya,Shawki Areibi,N
Francesca Rossi,Shawki Areibi,N
Nesar Ahmad,Shawki Areibi,N
Ernest Teniente,Shawki Areibi,N
Noelle Carbonell,Shay Kutten,N
Christino Tamon,Shay Kutten,P
Neil Robertson,Shay Kutten,N
Massimo Franceschet,Shay Kutten,N
Richard H. Stern,Shay Kutten,N
Charles Knessl,Shay Kutten,N
Chung-Ming Huang,Sheau-Ru Tong,P
Alexander Mielke,Sheau-Ru Tong,N
Javier Ferreiros,Sheela Ramanna,N
Suzanna Becker,Sheela Ramanna,N
Katsunobu Imai,Sheela Ramanna,N
Michael Grass,Sheila B. Banks,N
Zoran Petric,Sheila B. Banks,N
Knut Sølna,Sheila B. Banks,N
Manuel Graña,Sheila B. Banks,N
Chunming Qiao,Sheila B. Banks,N
Benedetto Intrigila,Sheila B. Banks,N
Gísli R. Hjaltason,Sheila R. M. Veloso,N
Lucas Jódar,Sheila R. M. Veloso,N
Urmila M. Diwekar,Sheila R. M. Veloso,N
Hans Tompits,Sheila R. M. Veloso,N
Prakash P. Shenoy,Sheila R. M. Veloso,N
Robin J. Evans 0001,Sheila R. M. Veloso,N
Anand Srivastav,Sheila R. M. Veloso,N
Jaap Hage,Sheila R. M. Veloso,N
Wen Xu,Sheila S. Hemami,P
Graham Cameron,Sheila S. Hemami,N
Zhangxin Chen,Sheila S. Hemami,N
Emmanuel Thanassoulis,Sheila S. Hemami,N
Mahmut T. Kandemir,Sheizaf Rafaeli,N
Enrico Gregori,Sheizaf Rafaeli,N
Luis N. Marenco,Sheizaf Rafaeli,N
Pauline van den Driessche,Sheizaf Rafaeli,N
Samuel R. Buss,Shek-Wai Ng,N
Shu Lin,Shek-Wai Ng,N
Anne Penfold Street,Shek-Wai Ng,N
M. E. Kabay,Sheldon H. Jacobson,N
Francesco M. Donini,Sheldon H. Jacobson,N
C.-J. Richard Shi,Sheldon X.-D. Tan,N
Gábor Lugosi,Sheldon X.-D. Tan,N
Dominik Schötzau,Sheldon X.-D. Tan,N
Jirí Adámek,Sheldon X.-D. Tan,N
Paul M. Sharkey,Sheng Chen 0001,N
Mireille Boutin,Sheng Chen 0001,N
K. Ramamurthy,Sheng Chen 0001,N
Thomas Rist,Sheng Chen 0001,N
Sixto Ortiz Jr.,Sheng Chen 0001,N
Shu Zhang,Sheng Uei Guan,N
Wei Liu,Sheng Uei Guan,N
Yang Yang,Sheng Uei Guan,N
Giancarlo Mauri,Sheng Uei Guan,N
Roberto Scopigno,Sheng Uei Guan,N
Cezar Câmpeanu,Sheng Yu,P
Kaizhong Zhang,Sheng Yu,P
Lucian Ilie,Sheng Yu,P
José A. B. Fortes,Sheng Yu,N
Kenneth N. McKay,Sheng Yu,N
Tamás Rapcsák,Sheng Zhong,N
Jacek M. Leski,Sheng Zhong,N
Xuding Zhu,Sheng-Chyang Liaw,P
Susumu Horiguchi,Sheng-Chyang Liaw,P
